"","added_at","is_local","primary_color","added_by.href","added_by.id","added_by.type","added_by.uri","added_by.external_urls.spotify","track.artists","track.available_markets","track.disc_number","track.duration_ms","track.episode","track.explicit","track.href","track.id","track.is_local","track.name","track.popularity","track.preview_url","track.track","track.track_number","track.type","track.uri","track.album.album_type","track.album.artists","track.album.available_markets","track.album.href","track.album.id","track.album.images","track.album.name","track.album.release_date","track.album.release_date_precision","track.album.total_tracks","track.album.type","track.album.uri","track.album.external_urls.spotify","track.external_ids.isrc","track.external_urls.spotify","video_thumbnail.url"
"1","2020-05-29T16:53:19Z",FALSE,NA,"https://api.spotify.com/v1/users/crwmusic","crwmusic","user","spotify:user:crwmusic","https://open.spotify.com/user/crwmusic",
